#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-10T19:03:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-10T19:03:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.add=_1&-c.r=  2&-c.geom=r&-source=I/352/gedr3dis&-order=I&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rgeo&-out=b_rgeo&-out=B_rgeo&-out=rpgeo&-out=b_rpgeo&-out=B_rpgeo&-out=Flag&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	header_format=mini	
#INFO	header_format=mini	

#RESOURCE=yCat_1352
#Name: I/352
#Title: Distances to 1.47 billion stars in Gaia EDR3 (Bailer-Jones+, 2021)
#INFO	ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	creator=Bailer-Jones C.A.L.	    First author or institution
#INFO	cites=bibcode:2021AJ....161..147B	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/352	    Dataset landing page
#INFO	publication_date=2024-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_352_gedr3dis:
#Name: I/352/gedr3dis
#Title: Estimating distances from parallaxes (1467744818 sources)
#Column	_1	(A40)	The original question (from your input file)	[ucd=meta.id]
#Column	Source	(I19)	Source identifier, identical to the Gaia-EDR3 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rgeo	(F15.8)	? Median of the geometric distance posterior (r_med_geo)	[ucd=pos.distance;stat.mean]
#Column	b_rgeo	(F14.8)	? 16th percentile of the geometric distance posterior (r_lo_geo)	[ucd=pos.distance;stat.min]
#Column	B_rgeo	(F14.8)	? 84th percentile of the geometric distance posterior (r_hi_geo)	[ucd=pos.distance;stat.max]
#Column	rpgeo	(F15.8)	? Median of the photogeometric distance posterior (r_med_photogeo)	[ucd=pos.distance;stat.mean]
#Column	b_rpgeo	(F14.8)	? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)	[ucd=pos.distance;stat.min]
#Column	B_rpgeo	(F14.8)	? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)	[ucd=pos.distance;stat.max]
#Column	Flag	(I5)	Flag (flag) (1)	[ucd=meta.code]
_1	Source	RA_ICRS	DE_ICRS	rgeo	b_rgeo	B_rgeo	rpgeo	b_rpgeo	B_rpgeo	Flag
HD 3712                                 	 418552057718413440	010.15955454651	+56.54947305175	  3312.30420000	 2292.91504000	 4910.06396000	  3320.38403000	 2834.47461000	 3976.86572000	10033
HD 3712                                 	 418552057718417408	010.15314504212	+56.54551588714	  3812.38159000	 1535.40332000	 5520.22705000	  7557.71924000	 6491.83887000	 8959.39941000	10033
HD 3712                                 	 418552057718422272	010.15750956421	+56.54294562585	  3898.01685000	 2539.99365000	 6061.38623000	  6261.68359000	 5367.63867000	 7561.62793000	10033
HD 3712                                 	 418552057719230976	010.13577150806	+56.56491138460	   941.57263200	  852.50439500	 1056.78809000	   893.48980700	  825.67804000	  985.91998300	10033
HD 3712                                 	 418552057719232000	010.13547593561	+56.55743330722	  1441.71277000	 1032.30054000	 2446.32739000	  1331.94678000	 1162.13440000	 1506.25427000	10033
HD 3712                                 	 418552057719232128	010.13592201658	+56.55641768928	  2960.95068000	 2182.93506000	 4228.44629000	  3341.13208000	 2797.53101000	 4388.67920000	10033
HD 3712                                 	 418552057719232256	010.14021822738	+56.55105948139	  1721.17419000	  982.62200900	 3689.61548000	  2054.32153000	 1801.89661000	 2280.29712000	10033
HD 3712                                 	 418552057719540608	010.16077478755	+56.54852213313	  2873.98291000	 1751.07434000	 4319.67969000	  3378.29077000	 1516.94409000	13027.46290000	10133
HD 3712                                 	 418552057719675520	010.14113837591	+56.55511403103	  2221.58545000	  942.87030000	 3270.50708000	  6726.33398000	 5910.00098000	 7911.68506000	11033
HD 3712                                 	 418552057722296832	010.13882987387	+56.56080573332	  3057.16772000	 2026.06616000	 4511.63086000	  3444.44238000	 3022.47070000	 4099.33545000	10033
HD 3712                                 	 418552057722592384	010.13473606155	+56.56357039786	   164.10113500	  163.07185400	  165.21778900	   164.81765700	  163.85179100	  165.89598100	10033
HD 3712                                 	 418552057723625856	010.15664786356	+56.54727212300	  3385.38281000	 1971.30920000	 5308.69727000	  3831.18384000	 3238.99048000	 4497.26562000	10033
HD 3712                                 	 418552057723713408	010.13630200666	+56.56334974039	  2820.93359000	 2377.80176000	 3362.98364000	  2685.81470000	 2316.54761000	 3152.49023000	10033
HD 3712                                 	 418552092078117376	010.13662260374	+56.56999416695	  3748.81787000	 2564.08813000	 5153.25439000	  2626.69897000	 2276.87720000	 3244.28906000	10033
HD 3712                                 	 418552092078123008	010.15552032243	+56.56613179146	   983.10870400	  533.62231400	 1638.71118000	  4512.20020000	 3936.14917000	 5253.54785000	10033
HD 3712                                 	 418552092078124160	010.14700853236	+56.56386733069	  3279.52222000	 2469.08325000	 4869.61328000	  3279.48828000	 2698.29175000	 4447.43359000	10033
HD 3712                                 	 418552092078145280	010.15525125863	+56.55753016398	  2502.66699000	 1504.68518000	 3947.74219000	  4405.89990000	 3824.94263000	 5477.35107000	10033
HD 3712                                 	 418552092082033536	010.14008591539	+56.56951678436	  4882.85352000	 3709.79468000	 6142.86816000	  3605.87012000	 2881.10327000	 4465.51270000	10033
HD 3712                                 	 418552092082036992	010.16127604034	+56.55875058473	  2388.70068000	 1775.69299000	 3590.56519000	  1850.58545000	 1659.64917000	 2186.04150000	10033
HD 3712                                 	 418552092082420352	010.14129050263	+56.56476831093	  2992.45923000	 1508.02490000	 5281.26318000	 10424.31250000	 8797.13477000	12717.59770000	10033
HD 3712                                 	 418552126437860224	010.11226121069	+56.56276098735	  3294.21655000	 2111.69067000	 5072.13184000	  4344.08545000	 3833.07397000	 5195.49170000	10033
HD 3712                                 	 418552126437861632	010.11431438480	+56.56118933025	  3313.65820000	 1918.63818000	 5162.98291000	  4284.63818000	 3672.82446000	 5470.41992000	10033
HD 3712                                 	 418552126438708608	010.13052770864	+56.56245631125	  3661.66919000	 2188.50513000	 7645.88477000	  4234.58594000	 3688.18555000	 5464.67383000	10033
HD 3712                                 	 418552126439003008	010.11543206409	+56.56964381014	  1799.99878000	 1187.08594000	 2644.09473000	  7056.44287000	 5624.67383000	 8223.59863000	10033
HD 3712                                 	 418552126439004160	010.11625219211	+56.56413199400	  2671.56250000	 1511.21716000	 5431.31299000	  8507.18555000	 7715.70361000	 9618.33691000	10033
HD 3712                                 	 418552126441774592	010.12838817416	+56.55607203835	  3195.82275000	 2967.69897000	 3481.48462000	  3111.53638000	 2919.32910000	 3336.03027000	10033
HD 3712                                 	 418552126442157440	010.11950848279	+56.56304003039	  6040.19580000	 4574.23633000	 7701.30469000	  4125.67236000	 3445.97974000	 5502.49756000	10033
HD 3712                                 	 418552126442157696	010.11888232329	+56.55955721782	  2037.96741000	 1031.88403000	 3425.62354000	 10569.40920000	 8949.52930000	12100.70510000	10033
HD 3712                                 	 418552126443091456	010.12705943750	+56.56554438620	  2656.98413000	 1888.59802000	 4028.25952000	  3125.34741000	 2703.45581000	 4008.41821000	10033
HD 3712                                 	 418552160798445952	010.13162314203	+56.57052403368	  2378.35815000	 1952.48755000	 3035.40771000	  2142.38330000	 1837.73889000	 2551.22778000	10033
HD 3712                                 	 418552229517128704	010.07823534306	+56.52285920629	  1424.66650000	 1056.80383000	 2034.47546000	  1271.85852000	 1115.93127000	 1443.73853000	10033
HD 3712                                 	 418552229517134976	010.08112584339	+56.51813587114	  2383.49121000	 1559.11768000	 3256.51978000	  1653.39490000	 1515.90588000	 1846.30066000	10033
HD 3712                                 	 418552229517136512	010.08506910225	+56.51722186126	  2160.65186000	 1446.92981000	 3334.98169000	  1263.40210000	 1118.61121000	 1492.24268000	10033
HD 3712                                 	 418552229517141376	010.08333283475	+56.51472889029	  4784.97656000	 2141.63013000	 7091.01367000	  5223.65527000	 4551.22559000	 5985.38086000	11033
HD 3712                                 	 418552229517926400	010.08184739251	+56.51707198975	   590.31054700	  432.20413200	  999.46624800	  2465.32031000	 2146.22754000	 2795.28320000	10033
HD 3712                                 	 418552229520998144	010.08027490507	+56.52019715436	  1519.16003000	 1363.05884000	 1723.95203000	  1541.39417000	 1397.15308000	 1730.23987000	10033
HD 3712                                 	 418552229520998400	010.07950893763	+56.51939044692	   919.21356200	  875.51580800	  965.45758100	   902.54846200	  865.26001000	  949.14019800	10033
HD 3712                                 	 418552229522316416	010.08483235408	+56.51955602442	  4284.56494000	 2876.11426000	 6075.16064000	  2809.29224000	 2347.27734000	 3814.28906000	10033
HD 3712                                 	 418552332596326656	010.07340635124	+56.53481551896	  2900.68555000	 1699.11169000	 5578.40674000	  6212.60156000	 5344.32861000	 7222.72168000	10033
HD 3712                                 	 418552332596331136	010.07779259627	+56.53230619105	  3113.96631000	 2093.63867000	 4291.19727000	  2320.75781000	 1939.56140000	 2888.13037000	10033
HD 3712                                 	 418552332596337280	010.07134551351	+56.52866010389	  3247.76074000	 2097.28687000	 5759.37207000	  3544.56860000	 3049.20581000	 4270.22266000	10033
HD 3712                                 	 418552332596337408	010.08998473900	+56.53061676785	  3879.08057000	 2726.04736000	 5826.00586000	  3765.19336000	 3273.38257000	 4548.65576000	10033
HD 3712                                 	 418552332596341760	010.08449229968	+56.52664507049	  2934.25439000	 1631.59448000	 4318.74463000	  2273.99731000	 1948.64648000	 3966.41626000	10133
HD 3712                                 	 418552332596342784	010.08951103215	+56.52623639169	  6025.31543000	 4749.15820000	 8870.05859000	  4303.65820000	 3636.82837000	 5115.86475000	10033
HD 3712                                 	 418552332597679104	010.07897926103	+56.52915047983	  1712.19885000	  941.93280000	 2883.26807000	  4975.66309000	 4303.55762000	 5649.31934000	20033
HD 3712                                 	 418552332600207232	010.07216327313	+56.53884696664	  3996.74365000	 3261.40820000	 5257.28125000	  3546.16040000	 3031.05981000	 4168.80811000	10033
HD 3712                                 	 418552332600207744	010.07628966768	+56.53573035283	  4501.13965000	 3692.72217000	 5965.32764000	  4304.19043000	 3564.47266000	 5411.42236000	10033
HD 3712                                 	 418552332600208768	010.08339192476	+56.53393626878	  1282.31372000	 1251.68652000	 1307.55981000	  1278.45007000	 1254.93018000	 1303.84631000	10033
HD 3712                                 	 418552332601646720	010.07249383682	+56.53190964603	  1570.88513000	 1000.24725000	 2660.55762000	  2803.76685000	 2452.91235000	 3256.74487000	10033
HD 3712                                 	 418552366956056064	010.06900698386	+56.54244116734	  2460.14722000	 1293.77551000	 4170.53271000	  3315.53418000	 2908.23413000	 3883.58228000	10033
HD 3712                                 	 418552366956058240	010.07114663141	+56.53951293997	  2215.38818000	 1848.05054000	 2679.47632000	  2695.73535000	 2369.23779000	 3071.04834000	10033
HD 3712                                 	 418552366956064640	010.08151647481	+56.53599975335	  4153.45020000	 2658.20752000	 6127.61084000	  4841.13379000	 4066.01685000	 6116.87842000	10033
HD 3712                                 	 418552366956068992	010.09138961293	+56.53451135252	  5266.31689000	 3820.04272000	 7235.81152000	  4796.79834000	 3430.99438000	 6180.75439000	10033
HD 3712                                 	 418552366957174656	010.09413136861	+56.53698849508	  4662.56396000	 1879.66626000	 6884.91113000	  4190.36523000	 3563.96387000	 4874.49268000	11033
HD 3712                                 	 418552366957418496	010.08647246185	+56.54014037352	  3476.76978000	 2041.56323000	 5166.80127000	  4032.18994000	 3341.65186000	 4830.46680000	10033
HD 3712                                 	 418552366959944064	010.07502675382	+56.54836727492	   476.08383200	  470.79174800	  482.53402700	   476.51953100	  471.33010900	  481.67166100	10033
HD 3712                                 	 418552366959944320	010.07411066841	+56.54675971650	   891.07116700	  876.17779500	  906.82244900	   898.42419400	  882.02099600	  917.64752200	10033
HD 3712                                 	 418552366959945472	010.09252305333	+56.54133467237	  1109.20361000	 1088.56665000	 1131.92175000	  1110.11914000	 1085.29175000	 1137.51807000	10033
HD 3712                                 	 418552366960325760	010.08481373545	+56.54090745660	  1447.65759000	  916.88452100	 2072.27539000	  2137.61987000	 1904.43530000	 2465.33081000	10033
HD 3712                                 	 418552744913157760	010.09859754962	+56.55286823551	  3611.30176000	 2346.05103000	 5621.89844000	  4901.61865000	 4130.24268000	 5778.22510000	10033
HD 3712                                 	 418552744913159424	010.08355895767	+56.55022601045	  2017.08398000	 1286.18018000	 3895.57300000	  2999.44165000	 2602.59863000	 3868.15186000	10033
HD 3712                                 	 418552744913175296	010.09295747710	+56.54925727444	  4767.05127000	 3523.72388000	 6342.00244000	  4057.72217000	 3168.53369000	 5074.78906000	10033
HD 3712                                 	 418552744913177472	010.08767258345	+56.54685949414	  2859.94434000	 1927.34912000	 4128.65430000	  4898.46582000	 4189.20752000	 5754.25537000	10033
HD 3712                                 	 418552744914292352	010.08551573516	+56.55446767551	  2994.01660000	 1815.05981000	 4432.00488000	  7889.76367000	 6705.30176000	 9409.28125000	10033
HD 3712                                 	 418552744917064832	010.09418355424	+56.55343884002	  1813.56128000	 1677.60522000	 1967.95544000	  1783.68359000	 1661.16541000	 1893.15039000	10033
HD 3712                                 	 418552744917065472	010.08140046873	+56.54996765630	  1156.78247000	 1031.20349000	 1254.70166000	  1183.89307000	 1113.11084000	 1284.79529000	10033
HD 3712                                 	 418552744917065728	010.08724893574	+56.55031658477	  4169.67041000	 3457.08081000	 5177.99756000	  3586.75537000	 3103.17773000	 4303.48291000	10033
HD 3712                                 	 418552744917506048	010.09496818713	+56.54280778005	  2698.75098000	 1118.59180000	 5303.88330000	  1801.21362000	 1621.43579000	 2175.22290000	10033
HD 3712                                 	 418552744918382336	010.08737186303	+56.55446770808	  1222.16016000	 1143.73486000	 1315.43115000	  1183.76208000	 1123.40576000	 1259.12744000	10033
HD 3712                                 	 418552779272888832	010.10055054934	+56.56171839733	  3145.23975000	 2310.49805000	 4198.98828000	  3697.29517000	 3135.11768000	 4388.53516000	10033
HD 3712                                 	 418552779272891648	010.09708786077	+56.55795895178	  4052.49463000	 2909.07422000	 5751.76611000	  8489.63086000	 7372.63037000	10003.49610000	10033

HD 9927                                 	 399402237358465536	024.51454962174	+48.59830903794	   803.71478300	  741.24627700	  863.99206500	   763.60858200	  726.59021000	  820.96276900	10033
HD 9927                                 	 399402413450423040	024.50186352210	+48.59655404747	  1680.12817000	 1518.78076000	 1844.14331000	  1796.08374000	 1609.78625000	 1997.72998000	10033
HD 9927                                 	 399402447807803776	024.49290615247	+48.60614585781	  3775.13550000	 2464.82617000	 6415.49268000	  2534.59106000	 2295.53857000	 2833.58228000	10033
HD 9927                                 	 399402447807804800	024.51516296002	+48.60557325469	  2369.86328000	 1594.68164000	 3946.96143000	  6542.80420000	 5499.05957000	 7673.85156000	10033
HD 9927                                 	 399402447807806208	024.51553166935	+48.60375134490	  1793.45630000	 1217.23889000	 2865.00122000	  6189.04932000	 5355.78418000	 7384.83887000	10033
HD 9927                                 	 399402447807806848	024.51240836567	+48.60329606046	  4113.05713000	 2641.23999000	 6217.99854000	  8993.95117000	 7895.12646000	10709.52640000	10033
HD 9927                                 	 399402447810160000	024.50255156318	+48.60319165234	  1701.58472000	 1463.00269000	 2037.95081000	  1594.45129000	 1435.01672000	 1768.03979000	10033
HD 9927                                 	 399402482167910784	024.47977638394	+48.61238882080	  1573.51099000	  900.12066700	 2595.09692000	  2975.23706000	 2680.88770000	 3323.04907000	10033
HD 9927                                 	 399402482169899008	024.47882515558	+48.60111673753	  2902.87793000	 2150.52515000	 4819.29932000	  2429.64893000	 2177.91943000	 2700.61865000	10033
HD 9927                                 	 399402516527647616	024.47587904447	+48.62108573535	  2500.18701000	 1847.69458000	 3370.83643000	  1989.10754000	 1756.79578000	 2211.09692000	10033
HD 9927                                 	 399402619606494720	024.52331403220	+48.60810563720	  2088.49219000	 1413.98853000	 3836.02246000	  5467.89062000	 4622.20898000	 6582.39111000	10033
HD 9927                                 	 399402619606495232	024.51938105824	+48.60646891465	  3351.29492000	 2200.94922000	 4904.01270000	  6784.61914000	 5729.52393000	 7893.07910000	10033
HD 9927                                 	 399402619607933184	024.53562678265	+48.61019288364	  2779.50488000	 1585.13977000	 5916.15967000	  6120.40820000	 5408.12109000	 6830.49023000	20033
HD 9927                                 	 399402619609684736	024.52233418844	+48.60456583636	  2109.15112000	 1661.96875000	 2749.19336000	  2090.86841000	 1822.98901000	 2435.94580000	10033
HD 9927                                 	 399402649675333120	024.53774976179	+48.61854146374	   777.29052700	  673.93786600	  874.86621100	   707.23327600	  643.97125200	  771.14404300	10033
HD 9927                                 	 399402653966226816	024.53541257509	+48.61919925011	  1100.24988000	  629.07019000	 1867.14307000	  2068.37524000	 1808.13684000	 2336.31128000	10033
HD 9927                                 	 399402653966229632	024.53359286090	+48.61273729872	  2430.81519000	 1494.97852000	 3476.09595000	  1452.09204000	 1283.67371000	 1614.24561000	10033
HD 9927                                 	 399402653967669888	024.53712909335	+48.62562500052	  2421.69556000	 1377.02051000	 4789.13721000	  5583.75879000	 4938.93848000	 6288.23389000	20033
HD 9927                                 	 399402757045436288	024.54609988727	+48.62451998144	  2749.27832000	 1841.59998000	 3875.20605000	  1515.46863000	 1347.83435000	 1672.41675000	10033
HD 9927                                 	 399402825766573184	024.50948576648	+48.62345715603	  4081.72339000	 2856.49072000	 6395.63770000	  1872.41663000	 1647.77185000	 2188.47827000	10033
HD 9927                                 	 399402825767277696	024.51951549615	+48.61934408357	   760.29193100	  651.00323500	  892.73193400	   860.37567100	  763.67498800	  944.32135000	10033
HD 9927                                 	 399402825767279616	024.52020911468	+48.61040505197	  1449.90076000	 1374.65918000	 1537.47046000	  1436.76038000	 1370.23328000	 1516.54285000	10033
HD 9927                                 	 399402825767280256	024.51554254701	+48.60724760186	  1665.24353000	 1517.60022000	 1811.66455000	  1551.77075000	 1426.67761000	 1689.42139000	10033
HD 9927                                 	 399402860124649088	024.51925191092	+48.62841654299	  2504.62402000	 1551.07874000	 4443.01367000	  3488.57617000	 3099.79565000	 3859.14087000	10033
HD 9927                                 	 399402860124652800	024.51834364285	+48.62247985894	  2086.11963000	 1167.32935000	 3261.25464000	  1487.88098000	 1282.19006000	 1739.34973000	10033
HD 9927                                 	 399402860127015936	024.52240346450	+48.62002344474	  1694.97070000	 1577.90723000	 1811.90332000	  1682.40674000	 1591.24353000	 1767.21729000	10033
HD 9927                                 	 399402894484386560	024.48599228130	+48.63292813824	   615.98840300	  591.93121300	  634.66772500	   606.69970700	  589.49975600	  624.26727300	10033
HD 9927                                 	 399402894485831680	024.48864392441	+48.63939533941	  3222.11108000	 1745.01794000	 5393.76367000	  3100.00635000	 2695.78296000	 3645.02930000	20033
HD 9927                                 	 399402894487347456	024.48737820449	+48.63455706311	  2053.78149000	 1413.62012000	 2851.89014000	  1886.48145000	 1719.24438000	 2154.81763000	10033
HD 9927                                 	 399402894487590144	024.49858185537	+48.62771419049	    53.79663470	   53.21911240	   54.25697330	    53.77223970	   53.13986210	   54.33826830	10033
HD 9927                                 	 399402928844117504	024.49469734387	+48.64875623495	  2570.54321000	 1964.44006000	 3498.51343000	  4652.95752000	 4014.41040000	 5693.11084000	10033
HD 9927                                 	 399402928844120832	024.50839329603	+48.64242474708	  1916.87659000	 1124.84436000	 5671.04688000	  3695.51929000	 3188.38843000	 4255.47754000	10033
HD 9927                                 	 399402928846488960	024.49994630079	+48.64706994915	  2854.24219000	 2518.71216000	 3231.88403000	  2656.75146000	 2395.24658000	 3062.56665000	10033
HD 9927                                 	 399402860125028096	024.52526350532	+48.63413432343	  1490.17896000	  998.77490200	 2285.88330000	  2152.61523000	 1884.22424000	 2464.44702000	10033
HD 9927                                 	 399402963203857536	024.52356152914	+48.64527023406	  2664.64795000	 1824.91296000	 4585.05127000	  5241.17871000	 4528.46826000	 6210.20996000	10033
